Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Age,Gender,Segment,Region,State,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-100867,2022-08-29,2022-09-03,CUST-6310,Vivek Iyer,49.0,Male,Consumer,North,Uttar Pradesh,Office Supplies,Paper,Notebook Set,112.24,2,0.1,22.52
ORD-100868,2024-09-13,2024-09-17,CUST-2830,Shreya Iyer,32.0,Female,Consumer,North,Punjab,Office Supplies,Storage,File Cabinet,73.86,1,0.0,26.73
ORD-100869,2024-11-28,2024-12-03,CUST-3456,Neha Gupta,57.0,Female,Consumer,North,Delhi,Office Supplies,Binders,Clip Binder,218.23,3,0.0,58.4
ORD-100870,2023-02-26,2023-03-05,CUST-2830,Shreya Iyer,32.0,Female,Consumer,North,Uttar Pradesh,Furniture,Furnishings,Table Lamp,898.51,3,0.0,277.34
ORD-100871,2022-11-22,2022-11-23,CUST-7030,Priya Kapoor,34.0,Female,Consumer,South,Karnataka,Furniture,Bookcases,Ladder Bookshelf,1695.74,3,0.1,257.24
ORD-100872,2023-12-18,2023-12-24,CUST-5628,Amit Nair,44.0,Male,Home Office,East,Bihar,Office Supplies,Binders,3-Ring Binder,100.81,2,0.3,8.77
ORD-100873,2023-04-13,2023-04-16,CUST-4082,Vikram Kapoor,34.0,Male,Consumer,West,Gujarat,Furniture,Chairs,Foldable Study Chair,706.95,5,0.15,43.47
ORD-100874,2022-02-05,2022-02-11,CUST-3926,Rahul Joshi,41.0,Male,Consumer,East,West Bengal,Office Supplies,Envelopes,Window Envelopes,92.19,4,0.15,14.13
ORD-100875,2022-07-26,2022-08-01,CUST-7510,Arjun Gupta,51.0,Male,Corporate,East,Bihar,Office Supplies,Binders,View Binder,202.24,6,0.15,49.26
ORD-100876,2024-03-10,2024-03-16,CUST-3712,Arjun Nair,58.0,Male,Home Office,East,Odisha,Office Supplies,Art,Colored Pencils,46.11,1,0.15,7.43
ORD-100877,2023-12-27,2023-12-31,CUST-1698,Priya Gupta,31.0,Female,Consumer,South,Karnataka,Furniture,Furnishings,Table Lamp,423.26,1,0.2,92.25
ORD-100878,2022-02-07,2022-02-09,CUST-2646,Neha Singh,43.0,Female,Consumer,West,Rajasthan,Furniture,Tables,Round Side Table,458.11,1,0.1,133.63
ORD-100879,2022-10-12,2022-10-19,CUST-1524,Karan Singh,67.0,Male,Consumer,West,Maharashtra,Office Supplies,Art,Sketch Pad,67.01,1,0.15,5.99
ORD-100880,2022-10-21,2022-10-22,CUST-2591,Rahul Patel,35.0,Male,Consumer,East,West Bengal,Furniture,Chairs,Recliner Lounge Chair,449.57,1,0.4,20.2
ORD-100881,2024-01-08,2024-01-10,CUST-3493,Priya Nair,32.0,Female,Home Office,West,Gujarat,Office Supplies,Art,Colored Pencils,145.72,4,0.0,39.08
ORD-100882,2022-01-28,2022-01-31,CUST-6251,Priya Verma,34.0,Female,Corporate,South,Karnataka,Technology,Accessories,USB-C Hub,964.4,3,0.15,54.79
ORD-100883,2022-05-19,2022-05-21,CUST-6358,Anita Mehta,21.0,Female,Home Office,West,Rajasthan,Office Supplies,Paper,Sticky Notes Pack,256.97,7,0.2,10.28
ORD-100884,2024-06-25,2024-06-26,CUST-6192,Rahul Singh,54.0,Male,Home Office,West,Gujarat,Furniture,Tables,Oak Dining Table,1684.31,3,0.3,9.61
ORD-100885,2022-08-24,2022-08-31,CUST-9823,Isha Mehta,25.0,Female,Consumer,West,Maharashtra,Office Supplies,Binders,Clip Binder,107.84,2,0.0,27.74
ORD-100886,2023-12-23,2023-12-30,CUST-2229,Sanjay Singh,56.0,Male,Consumer,North,Delhi,Technology,Copiers,Compact Copier,5570.92,7,0.0,1257.6
ORD-100887,2022-10-28,2022-10-29,CUST-1524,Vikram Sharma,39.0,Male,Corporate,East,Bihar,Technology,Phones,Cordless Landline,3273.45,4,0.2,293.18
ORD-100888,2022-05-13,2022-05-16,CUST-9967,Sanjay Reddy,44.0,Male,Consumer,Central,Madhya Pradesh,Technology,Copiers,Compact Copier,4185.81,6,0.4,-516.1
ORD-100889,2022-11-02,2022-11-03,CUST-2263,Arjun Nair,28.0,Male,Home Office,North,Delhi,Office Supplies,Labels,Shipping Labels,245.42,7,0.15,18.39
ORD-100890,2024-03-18,2024-03-21,CUST-9967,Sanjay Reddy,42.0,Male,Corporate,Central,Madhya Pradesh,Office Supplies,Art,Colored Pencils,298.35,4,0.0,65.85
ORD-100891,2024-09-06,2024-09-09,CUST-9072,Ritu Nair,37.0,Female,Corporate,South,Telangana,Furniture,Furnishings,Area Rug,1721.76,3,0.15,100.07
ORD-100892,2024-08-05,2024-08-06,CUST-5457,Manish Sharma,47.0,Male,Home Office,Central,Chhattisgarh,Technology,Phones,Cordless Landline,4446.28,5,0.1,658.86
ORD-100893,2023-03-29,2023-04-03,CUST-6556,Ritu Kapoor,42.0,Female,Consumer,East,West Bengal,Technology,Accessories,Mechanical Keyboard,1535.98,2,0.0,536.89
ORD-100894,2024-01-03,2024-01-10,CUST-6980,Rahul Patel,26.0,Male,Corporate,Central,Madhya Pradesh,Office Supplies,Binders,Clip Binder,108.22,3,0.0,35.02
ORD-100895,2022-09-24,2022-09-27,CUST-7752,Sneha Reddy,37.0,Female,Consumer,East,Odisha,Office Supplies,Binders,3-Ring Binder,126.48,3,0.0,56.27
ORD-100896,2022-12-07,2022-12-08,CUST-9970,Arjun Reddy,18.0,Male,Consumer,North,Haryana,Furniture,Furnishings,Area Rug,3561.46,7,0.1,1088.31
ORD-100897,2024-10-20,2024-10-25,CUST-5362,Rahul Gupta,18.0,Male,Corporate,East,Bihar,Office Supplies,Binders,Clip Binder,25.97,4,0.1,7.52
ORD-100898,2022-01-18,2022-01-25,CUST-7752,Sneha Reddy,38.0,Female,Corporate,East,Bihar,Furniture,Chairs,Foldable Study Chair,985.31,6,0.15,67.45
ORD-100899,2022-04-26,2022-04-29,CUST-2262,Divya Kapoor,25.0,Female,Consumer,South,Karnataka,Office Supplies,Binders,3-Ring Binder,389.57,5,0.15,28.25
ORD-100900,2022-09-28,2022-10-05,CUST-1327,Kavita Reddy,35.0,Female,Corporate,Central,Madhya Pradesh,Technology,Accessories,USB-C Hub,2620.84,5,0.15,569.02
ORD-100901,2022-02-06,2022-02-11,CUST-1524,Vikram Sharma,38.0,Male,Consumer,North,Uttar Pradesh,Furniture,Chairs,Executive Leather Chair,338.91,1,0.15,60.01
ORD-100902,2022-08-28,2022-09-04,CUST-6358,Anita Mehta,22.0,Female,Consumer,Central,Chhattisgarh,Technology,Accessories,Wireless Mouse,2126.44,5,0.0,840.71
ORD-100903,2023-11-07,2023-11-11,CUST-6269,Sneha Iyer,33.0,Female,Home Office,West,Gujarat,Office Supplies,Labels,Shipping Labels,138.14,5,0.0,42.59
ORD-100904,2023-04-30,2023-05-06,CUST-5457,Manish Sharma,49.0,Male,Home Office,West,Rajasthan,Office Supplies,Binders,3-Ring Binder,306.13,4,0.4,-36.02
ORD-100905,2024-10-16,2024-10-20,CUST-4728,Rohan Nair,28.0,Male,Consumer,West,Gujarat,Office Supplies,Labels,Address Labels,476.26,7,0.0,204.77
ORD-100906,2024-07-18,2024-07-23,CUST-4728,Rohan Nair,26.0,Male,Consumer,East,Odisha,Office Supplies,Labels,Address Labels,45.88,2,0.0,19.62
ORD-100907,2023-01-12,2023-01-15,CUST-4728,Rohan Nair,25.0,Male,Corporate,West,Gujarat,Furniture,Bookcases,Ladder Bookshelf,1016.03,5,0.0,316.67
ORD-100908,2022-11-14,2022-11-15,CUST-1162,Sneha Iyer,28.0,Female,Consumer,West,Rajasthan,Technology,Phones,Cordless Landline,1130.8,5,0.0,276.52
ORD-100909,2023-03-07,2023-03-09,CUST-6699,Isha Verma,56.0,Female,Home Office,West,Rajasthan,Office Supplies,Labels,Address Labels,297.14,5,0.1,98.88
ORD-100910,2023-11-12,2023-11-13,CUST-7494,Pooja Patel,26.0,Female,Corporate,East,Bihar,Office Supplies,Art,Colored Pencils,305.07,5,0.2,30.59
ORD-100911,2022-11-20,2022-11-27,CUST-5457,Manish Sharma,46.0,Male,Consumer,West,Maharashtra,Office Supplies,Storage,Desk Organizer,417.89,7,0.0,116.45
ORD-100912,2023-12-06,2023-12-08,CUST-5065,Karan Patel,26.0,Male,Home Office,Central,Chhattisgarh,Technology,Phones,Budget Smartphone S5,896.92,2,0.0,286.43
ORD-100913,2023-04-14,2023-04-16,CUST-6556,Ritu Kapoor,41.0,Female,Corporate,North,Haryana,Office Supplies,Paper,Notebook Set,332.82,7,0.0,114.61
ORD-100914,2023-10-09,2023-10-16,CUST-6452,Suresh Patel,30.0,Male,Consumer,South,Kerala,Furniture,Bookcases,Corner Bookcase,402.12,4,0.0,111.77
ORD-100915,2023-05-18,2023-05-25,CUST-2712,Anita Rao,21.0,Female,Corporate,West,Gujarat,Office Supplies,Art,Marker Set,379.9,7,0.15,49.91
ORD-100916,2022-12-08,2022-12-11,CUST-5037,Vivek Reddy,64.0,Male,Consumer,North,Uttar Pradesh,Furniture,Furnishings,Table Lamp,1170.18,2,0.0,470.4
ORD-100917,2024-11-30,2024-12-05,CUST-1478,Meera Singh,42.0,Female,Corporate,North,Punjab,Furniture,Chairs,Recliner Lounge Chair,641.05,2,0.0,272.48
ORD-100918,2024-05-10,2024-05-11,CUST-2196,Sanjay Nair,53.0,Male,Home Office,South,Karnataka,Technology,Accessories,Mechanical Keyboard,2633.64,3,0.2,67.16
ORD-100919,2022-07-04,2022-07-09,CUST-9967,Sanjay Reddy,42.0,Male,Consumer,West,Maharashtra,Office Supplies,Storage,Storage Box Set,223.99,6,0.1,44.22
ORD-100920,2024-09-21,2024-09-25,CUST-3467,Kavita Iyer,28.0,Female,Consumer,East,Odisha,Furniture,Tables,Oak Dining Table,202.86,2,0.1,42.98
ORD-100921,2023-07-23,2023-07-26,CUST-1775,Rohan Reddy,53.0,Male,Consumer,West,Gujarat,Technology,Phones,Budget Smartphone S5,430.21,2,0.0,128.04
ORD-100922,2024-10-18,2024-10-21,CUST-1524,Vikram Sharma,35.0,Male,Consumer,South,Kerala,Office Supplies,Art,Marker Set,55.66,4,0.1,18.71
ORD-100923,2024-06-24,2024-06-28,CUST-1598,Nikhil Kapoor,34.0,Male,Consumer,South,Telangana,Technology,Copiers,Compact Copier,481.18,2,0.2,89.61
ORD-100924,2023-05-04,2023-05-05,CUST-7779,Ritu Reddy,27.0,Female,Corporate,South,Tamil Nadu,Furniture,Tables,Oak Dining Table,2902.57,5,0.2,707.14
ORD-100925,2022-01-31,2022-02-06,CUST-6973,Anjali Iyer,18.0,Female,Consumer,Central,Madhya Pradesh,Furniture,Furnishings,Wall Clock,598.47,1,0.0,192.67
ORD-100926,2022-11-21,2022-11-25,CUST-2042,Vivek Sharma,25.0,Male,Corporate,North,Delhi,Office Supplies,Labels,Shipping Labels,38.54,4,0.15,3.14
ORD-100927,2023-09-29,2023-09-30,CUST-2042,Vivek Sharma,27.0,Male,Consumer,West,Maharashtra,Office Supplies,Paper,Sticky Notes Pack,191.57,3,0.0,77.81
ORD-100928,2023-12-12,2023-12-14,CUST-1327,Kavita Reddy,37.0,Female,Corporate,North,Delhi,Furniture,Furnishings,Wall Clock,983.22,7,0.2,196.64
ORD-100929,2022-11-13,2022-11-20,CUST-1722,Ritu Kapoor,45.0,Female,Consumer,East,Bihar,Office Supplies,Art,Colored Pencils,440.91,6,0.15,127.14
ORD-100930,2022-07-03,2022-07-06,CUST-5362,Rahul Gupta,18.0,Male,Consumer,West,Gujarat,Office Supplies,Storage,File Cabinet,348.64,7,,138.51
ORD-100931,2024-08-11,2024-08-12,CUST-3119,Kavita Kapoor,32.0,Female,Consumer,East,West Bengal,Office Supplies,Storage,Storage Box Set,260.84,7,0.0,56.79
ORD-100932,2024-12-22,2024-12-27,CUST-2229,Sanjay Singh,56.0,Male,Consumer,North,Haryana,Furniture,Tables,Adjustable Standing Desk,799.92,2,0.0,327.61
ORD-100933,2023-09-10,2023-09-17,CUST-1775,Rohan Reddy,51.0,Male,Consumer,North,Uttar Pradesh,Office Supplies,Labels,Address Labels,59.39,1,0.0,18.14
ORD-100934,2022-08-15,2022-08-20,CUST-4832,Vivek Joshi,36.0,Male,Corporate,South,Karnataka,Furniture,Furnishings,Table Lamp,842.86,3,0.0,372.65
ORD-100935,2022-11-23,2022-11-30,CUST-1862,Vivek Sharma,32.0,Male,Corporate,East,Bihar,Office Supplies,Storage,Desk Organizer,396.27,6,0.2,56.53
ORD-100936,2022-01-26,2022-01-29,CUST-2712,Anita Rao,22.0,Female,Corporate,South,Karnataka,Furniture,Bookcases,5-Shelf Bookcase,1246.61,3,0.15,340.72
ORD-100937,2024-11-05,2024-11-09,CUST-8013,Shreya Gupta,35.0,Female,Consumer,North,Delhi,Office Supplies,Storage,File Cabinet,374.11,5,0.2,64.92
ORD-100938,2022-06-05,2022-06-11,CUST-6612,Amit Iyer,22.0,Male,Corporate,East,West Bengal,Office Supplies,Art,Colored Pencils,202.87,7,0.1,44.53
ORD-100939,2023-11-02,2023-11-06,CUST-6047,Rahul Rao,31.0,Male,Consumer,South,Kerala,Office Supplies,Art,Colored Pencils,142.42,2,0.2,12.9
ORD-100940,2022-11-24,2022-11-25,CUST-6047,Rahul Rao,31.0,Male,Consumer,Central,Chhattisgarh,Office Supplies,Art,Colored Pencils,137.05,3,0.2,32.54
ORD-100941,2023-10-11,2023-10-15,CUST-9767,Anita Rao,34.0,Female,Corporate,South,Kerala,Office Supplies,Envelopes,Mailing Envelopes,101.13,2,0.1,26.96
ORD-100942,2023-12-22,2023-12-25,CUST-6973,Anjali Iyer,18.0,Female,Consumer,South,Telangana,Office Supplies,Storage,File Cabinet,204.01,5,0.0,86.97
ORD-100943,2024-08-04,2024-08-05,CUST-3522,Amit Nair,35.0,Male,Consumer,North,Punjab,Office Supplies,Labels,Shipping Labels,107.08,4,0.2,8.0
ORD-100944,2022-09-26,2022-09-28,CUST-5457,Manish Sharma,49.0,Male,Consumer,East,Odisha,Technology,Accessories,Wireless Mouse,1239.7,2,0.0,
ORD-100945,2022-01-16,2022-01-20,CUST-6012,Arjun Iyer,30.0,Male,Corporate,South,Karnataka,Technology,Copiers,Office Copier 200,854.2,6,0.1,155.85
ORD-100946,2022-06-30,2022-07-04,CUST-9233,Anita Singh,32.0,Female,Consumer,North,Punjab,Office Supplies,Envelopes,Mailing Envelopes,117.59,2,0.2,16.22
ORD-100947,2024-10-23,2024-10-29,CUST-9422,Sneha Iyer,46.0,Female,Consumer,North,Uttar Pradesh,Office Supplies,Envelopes,Mailing Envelopes,33.5,1,0.2,5.01
ORD-100948,2024-09-27,2024-09-28,CUST-1956,Manish Kapoor,33.0,Male,Corporate,Central,Madhya Pradesh,Technology,Phones,Smartphone X12,1052.83,6,0.3,-59.01
ORD-100949,2023-11-17,2023-11-22,CUST-4403,Karan Patel,47.0,Male,Consumer,North,Haryana,Office Supplies,Storage,Storage Box Set,46.14,3,0.15,4.92
ORD-100950,2023-11-20,2023-11-24,CUST-2712,Anjali Sharma,41.0,Female,Corporate,South,Tamil Nadu,Furniture,Bookcases,Ladder Bookshelf,746.58,2,0.2,50.23
ORD-100951,2023-12-31,2024-01-03,CUST-9198,Nikhil Reddy,27.0,Male,Consumer,East,West Bengal,Technology,Machines,3D Printer Mini,5295.27,6,0.1,1072.15
ORD-100952,2022-08-20,2022-08-24,CUST-5985,Karan Singh,32.0,Male,Consumer,East,West Bengal,Furniture,Bookcases,Corner Bookcase,313.94,1,0.1,66.3
ORD-100953,2024-11-05,2024-11-11,CUST-4403,Karan Patel,49.0,Male,Home Office,South,Kerala,Furniture,Furnishings,Area Rug,3094.7,7,0.2,322.17
ORD-100954,2023-04-26,2023-04-28,CUST-4114,Sneha Nair,45.0,Female,Consumer,West,Maharashtra,Furniture,Bookcases,5-Shelf Bookcase,2527.61,7,0.0,908.92
ORD-100955,2023-03-11,2023-03-17,CUST-9233,Anita Singh,31.0,Female,Consumer,South,Tamil Nadu,Technology,Phones,Budget Smartphone S5,204.1,1,0.0,59.44
ORD-100956,2023-09-02,2023-09-06,CUST-2712,Anjali Sharma,44.0,Female,Consumer,North,Delhi,Technology,Phones,Budget Smartphone S5,5130.28,7,0.15,1069.66
ORD-100957,2022-03-07,2022-03-12,CUST-4487,Divya Patel,39.0,Female,Home Office,South,Kerala,Office Supplies,Art,Sketch Pad,65.47,1,0.4,-0.58
ORD-100958,2022-08-08,2022-08-15,CUST-7115,Shreya Joshi,47.0,Female,Consumer,West,Gujarat,Technology,Phones,Smartphone X12,1327.93,7,0.1,193.4
ORD-100959,2024-04-07,2024-04-11,CUST-9233,Anita Singh,33.0,Female,Corporate,South,Tamil Nadu,Furniture,Furnishings,Table Lamp,591.41,2,0.15,134.11
ORD-100960,2022-04-23,2022-04-24,CUST-2712,Anita Rao,22.0,Female,Home Office,North,Delhi,Office Supplies,Storage,File Cabinet,501.97,7,0.1,124.15
ORD-100961,2023-11-22,2023-11-26,CUST-5985,Karan Singh,34.0,Male,Consumer,East,Odisha,Technology,Copiers,Office Copier 200,3862.43,5,0.1,427.89
ORD-100962,2022-11-03,2022-11-08,CUST-7666,Sneha Patel,33.0,Female,Consumer,South,Karnataka,Furniture,Bookcases,Ladder Bookshelf,1603.97,4,0.2,199.74
ORD-100963,2023-03-19,2023-03-20,CUST-3785,Suresh Kapoor,34.0,Male,Consumer,East,West Bengal,Office Supplies,Labels,Address Labels,149.36,4,0.0,47.36
ORD-100964,2022-12-04,2022-12-07,CUST-3785,Suresh Kapoor,32.0,Male,Home Office,East,Odisha,Office Supplies,Paper,Notebook Set,221.71,3,0.15,27.24
ORD-100965,2023-01-31,2023-02-01,CUST-8150,Karan Gupta,39.0,Male,Home Office,West,Maharashtra,Technology,Machines,3D Printer Mini,80.71,1,0.0,33.07
ORD-100966,2024-03-14,2024-03-20,CUST-3552,Sneha Mehta,31.0,Female,Corporate,South,Karnataka,Furniture,Tables,Round Side Table,3569.34,6,0.1,669.37
ORD-100967,2022-12-10,2022-12-12,CUST-8150,Karan Gupta,38.0,Male,Consumer,West,Maharashtra,Technology,Accessories,Wireless Mouse,524.22,7,0.1,103.92
ORD-100968,2023-10-24,2023-10-30,CUST-2896,Meera Nair,19.0,Female,Corporate,East,Odisha,Furniture,Chairs,Ergo Mesh Office Chair,486.58,2,0.15,64.99
ORD-100969,2023-07-08,2023-07-15,CUST-7569,Rohan Verma,36.0,Male,Corporate,East,Bihar,Furniture,Tables,Round Side Table,3464.16,6,0.2,292.58
ORD-100970,2023-12-30,2023-12-31,CUST-6824,Rahul Nair,19.0,Male,Corporate,East,Odisha,Office Supplies,Binders,Clip Binder,48.25,7,0.0,15.95
ORD-100971,2024-11-21,2024-11-24,CUST-7597,Sanjay Rao,36.0,Male,Corporate,North,Punjab,Office Supplies,Labels,Address Labels,407.05,6,0.1,96.68
ORD-100972,2024-03-31,2024-04-04,CUST-9811,Kavita Iyer,44.0,Female,Consumer,North,Uttar Pradesh,Furniture,Furnishings,Table Lamp,770.69,2,0.4,24.27
ORD-100973,2022-10-05,2022-10-06,CUST-4404,Sanjay Iyer,52.0,Male,Home Office,Central,Madhya Pradesh,Furniture,Bookcases,Ladder Bookshelf,1167.23,4,0.15,247.29
ORD-100974,2022-02-13,2022-02-19,CUST-7000,Kavita Nair,40.0,Female,Corporate,North,Haryana,Technology,Copiers,Compact Copier,969.27,7,0.1,231.14
ORD-100975,2022-11-16,2022-11-17,CUST-9044,Kavita Mehta,29.0,Female,Consumer,North,Uttar Pradesh,Technology,Machines,Laser Printer,1036.47,6,0.3,23.86
ORD-100976,2023-11-16,2023-11-17,CUST-8438,Nikhil Kapoor,49.0,Male,Consumer,Central,Madhya Pradesh,Technology,Accessories,Wireless Mouse,2168.85,4,0.15,502.67
ORD-100977,2022-03-13,2022-03-14,CUST-6612,Amit Iyer,22.0,Male,Home Office,North,Haryana,Office Supplies,Art,Colored Pencils,191.91,5,0.1,27.78
ORD-100978,2023-08-04,2023-08-07,CUST-9048,Rahul Rao,25.0,Male,Consumer,West,Gujarat,Office Supplies,Labels,Shipping Labels,126.06,5,0.1,19.46
ORD-100979,2023-11-17,2023-11-22,CUST-9482,Ritu Rao,26.0,Female,Consumer,South,Karnataka,Office Supplies,Paper,Notebook Set,111.15,2,0.0,35.58
ORD-100980,2023-01-02,2023-01-07,CUST-1264,Vivek Iyer,45.0,Male,Consumer,South,Tamil Nadu,Office Supplies,Storage,Storage Box Set,32.87,1,0.0,13.65
ORD-100981,2024-05-19,2024-05-20,CUST-3859,Meera Sharma,41.0,Female,Consumer,North,Punjab,Furniture,Chairs,Foldable Study Chair,1167.15,2,0.0,497.44
ORD-100982,2022-05-22,2022-05-25,CUST-9623,Suresh Rao,30.0,Male,Corporate,South,Tamil Nadu,Technology,Copiers,Compact Copier,2201.35,6,0.0,647.86
ORD-100983,2022-04-13,2022-04-16,CUST-4062,Sneha Nair,37.0,Female,Consumer,North,Haryana,Furniture,Chairs,Executive Leather Chair,1183.73,2,0.3,19.56
ORD-100984,2024-03-26,2024-04-02,CUST-9221,Meera Mehta,26.0,Female,Consumer,East,Bihar,Furniture,Furnishings,Area Rug,533.02,1,0.15,53.57
ORD-100985,2023-08-03,2023-08-04,CUST-1963,Vivek Joshi,44.0,Male,Home Office,Central,Madhya Pradesh,Office Supplies,Art,Colored Pencils,133.0,4,0.15,7.49
ORD-100986,2024-01-31,2024-02-06,CUST-5699,Neha Reddy,34.0,Female,Home Office,East,West Bengal,Office Supplies,Storage,File Cabinet,72.12,3,0.15,14.73
ORD-100987,2023-05-16,2023-05-22,CUST-3832,Rahul Nair,,Male,Consumer,North,Delhi,Office Supplies,Art,Colored Pencils,238.32,4,0.0,
ORD-100988,2022-11-04,2022-11-06,CUST-2619,Rahul Gupta,21.0,Male,Consumer,North,Uttar Pradesh,Office Supplies,Binders,Clip Binder,8.86,1,0.0,3.89
ORD-100989,2024-07-21,2024-07-22,CUST-7597,Sanjay Rao,39.0,Male,Corporate,West,Maharashtra,Technology,Machines,3D Printer Mini,1693.23,2,0.2,268.94
ORD-100990,2024-06-24,2024-06-26,CUST-5801,Anita Gupta,31.0,Female,Consumer,East,Bihar,Office Supplies,Binders,Clip Binder,129.34,2,0.0,27.4
ORD-100991,2024-02-09,2024-02-15,CUST-8675,Sanjay Joshi,28.0,Male,Consumer,West,Maharashtra,Office Supplies,Binders,View Binder,135.52,3,0.2,31.84
ORD-100992,2022-11-23,2022-11-29,CUST-9623,Suresh Rao,33.0,Male,Consumer,West,Gujarat,Technology,Machines,3D Printer Mini,1434.26,5,0.0,494.99
ORD-100993,2023-11-12,2023-11-13,CUST-8675,Sanjay Joshi,26.0,Male,Home Office,South,Tamil Nadu,Furniture,Tables,Round Side Table,815.59,3,0.2,10.07
ORD-100994,2023-02-08,2023-02-10,CUST-5801,Anita Gupta,34.0,Female,Corporate,North,Uttar Pradesh,Furniture,Tables,Adjustable Standing Desk,1797.02,5,0.4,-324.37
ORD-100995,2022-05-04,2022-05-06,CUST-2343,Ritu Joshi,47.0,Female,Corporate,West,Rajasthan,Office Supplies,Labels,Shipping Labels,367.39,7,0.3,9.98
ORD-100996,2024-11-07,2024-11-08,CUST-9540,Kavita Rao,18.0,Female,Consumer,East,Odisha,Furniture,Bookcases,Corner Bookcase,3740.31,7,0.0,877.04
ORD-100997,2022-06-29,2022-07-06,CUST-6905,Sneha Kapoor,35.0,Female,Corporate,North,Punjab,Furniture,Furnishings,Curtain Set,415.62,4,0.15,107.2
ORD-100998,2024-12-01,2024-12-03,CUST-8469,Vivek Patel,35.0,Male,Home Office,Central,Madhya Pradesh,Office Supplies,Art,Marker Set,42.64,2,0.3,-0.72
ORD-100999,2023-05-30,2023-06-06,CUST-9221,Meera Mehta,29.0,Female,Home Office,South,Karnataka,Office Supplies,Paper,A4 Copy Paper Ream,50.5,3,0.0,19.44
ORD-101000,2022-09-02,2022-09-06,CUST-2619,Rahul Gupta,24.0,Male,Consumer,East,Bihar,Furniture,Tables,Adjustable Standing Desk,1256.16,7,0.1,274.44
ORD-101001,2023-09-29,2023-10-05,CUST-8078,Sanjay Nair,18.0,Male,Consumer,South,Karnataka,Office Supplies,Storage,File Cabinet,144.41,4,0.0,45.32
ORD-101002,2024-09-26,2024-10-01,CUST-1303,Arjun Gupta,34.0,Male,Consumer,West,Rajasthan,Technology,Phones,Smartphone X12,1234.88,2,0.15,137.14
ORD-101003,2024-03-31,2024-04-07,CUST-3963,Shreya Verma,31.0,Female,Corporate,Central,Madhya Pradesh,Office Supplies,Paper,Sticky Notes Pack,211.54,5,0.1,33.21
ORD-101004,2024-07-03,2024-07-10,CUST-3832,Rahul Nair,51.0,Male,Corporate,East,Bihar,Technology,Copiers,Office Copier 200,523.32,4,0.2,122.46
ORD-101005,2023-12-27,2024-01-03,CUST-8675,Sanjay Joshi,26.0,Male,Home Office,South,Kerala,Office Supplies,Labels,Shipping Labels,447.58,6,0.0,134.44
ORD-101006,2024-02-06,2024-02-09,CUST-3859,Meera Sharma,41.0,Female,Consumer,South,Tamil Nadu,Office Supplies,Art,Marker Set,41.72,2,0.1,4.55
ORD-101007,2024-08-29,2024-08-31,CUST-6905,Sneha Kapoor,38.0,Female,Consumer,South,Tamil Nadu,Office Supplies,Art,Sketch Pad,24.33,1,0.2,1.39
ORD-101008,2022-11-07,2022-11-09,CUST-3859,Meera Sharma,41.0,Female,Home Office,North,Uttar Pradesh,Furniture,Furnishings,Area Rug,1883.04,4,0.15,165.06
ORD-101009,2023-07-26,2023-07-29,CUST-4176,Ritu Joshi,33.0,Female,Corporate,South,Telangana,Furniture,Chairs,Recliner Lounge Chair,1653.09,3,0.15,419.01
ORD-101010,2022-10-11,2022-10-13,CUST-3970,Aditya Reddy,30.0,Male,Home Office,North,Uttar Pradesh,Furniture,Chairs,Executive Leather Chair,609.61,5,0.0,192.41
ORD-101011,2024-12-24,2024-12-27,CUST-9221,Meera Mehta,26.0,Female,Corporate,Central,Madhya Pradesh,Office Supplies,Art,Colored Pencils,110.01,3,0.15,14.23
ORD-101012,2024-11-27,2024-12-04,CUST-1963,Vivek Joshi,42.0,Male,Consumer,West,Rajasthan,Furniture,Bookcases,Corner Bookcase,3062.78,6,0.15,667.84
ORD-101013,2022-02-25,2022-02-26,CUST-3811,Sanjay Kapoor,38.0,Male,Corporate,West,Rajasthan,Furniture,Furnishings,Table Lamp,700.56,3,0.2,117.47
ORD-101014,2024-02-25,2024-02-29,CUST-2260,Kavita Iyer,24.0,Female,Corporate,West,Maharashtra,Office Supplies,Envelopes,Window Envelopes,146.27,4,0.15,7.45
ORD-101015,2024-11-13,2024-11-20,CUST-3859,Meera Sharma,41.0,Female,Consumer,West,Gujarat,Furniture,Bookcases,Corner Bookcase,1031.49,4,0.1,194.75
ORD-101016,2022-08-27,2022-08-31,CUST-2298,Vivek Rao,32.0,Male,Consumer,West,Gujarat,Furniture,Tables,Glass Coffee Table,712.67,2,0.15,53.11
ORD-101017,2023-10-25,2023-10-31,CUST-4176,Ritu Joshi,33.0,Female,Corporate,Central,Chhattisgarh,Technology,Machines,3D Printer Mini,2646.41,3,0.1,909.34
ORD-101018,2024-11-06,2024-11-13,CUST-4424,Ritu Verma,44.0,Female,Home Office,West,Maharashtra,Office Supplies,Labels,Address Labels,149.2,2,0.2,10.88
ORD-101019,2022-02-17,2022-02-22,CUST-2022,Vivek Kapoor,32.0,Male,Home Office,West,Rajasthan,Furniture,Furnishings,Curtain Set,1844.07,5,0.3,49.86
ORD-101020,2024-02-13,2024-02-15,CUST-1833,Anjali Kapoor,43.0,Female,Consumer,North,Punjab,Office Supplies,Labels,Address Labels,58.49,5,0.15,14.66
